row_id,timestamp,consensus,node_count,network_latency_ms,tx_throughput_tps,energy_joules_per_min,security_risk_score,vehicle_count,vehicle_count_variability,fault_tolerance_requirement,notes
802,2026-02-04T18:13:44.502509,PoS,10,254.64,249.9,107093.4,0.2666,257,16.3,0.478,
803,2026-02-04T18:13:44.502509,Raft,18,186.16,1.0,226.58,0.2103,257,16.3,0.5961,
804,2026-02-04T18:13:44.502509,PBFT,6,117.1,1.0,686.08,0.2651,257,16.3,0.7982,
805,2026-02-04T18:13:44.502509,HotStuff,11,5.0,1188.22,780052.64,0.2249,257,16.3,0.785,
806,2026-02-04T18:14:44.502509,PoW,14,144.21,255.95,3322814.29,0.2515,249,25.01,0.4559,
807,2026-02-04T18:14:44.502509,PoS,10,32.1,1.0,441.79,0.3366,249,25.01,0.4875,
808,2026-02-04T18:14:44.502509,Raft,19,136.99,577.73,235167.37,0.3196,249,25.01,0.623,
809,2026-02-04T18:14:44.502509,PBFT,6,107.67,88.89,61776.18,0.3361,249,25.01,0.8386,
810,2026-02-04T18:14:44.502509,HotStuff,12,174.88,1.0,347.24,0.2309,249,25.01,0.8225,
811,2026-02-04T18:15:44.502509,PoW,13,323.33,1.0,9635.03,0.0706,214,1.9,0.3518,
812,2026-02-04T18:15:44.502509,PoS,9,84.62,1.0,339.93,0.175,214,1.9,0.472,
813,2026-02-04T18:15:44.502509,Raft,20,66.42,1701.68,467572.93,0.1117,214,1.9,0.5676,
814,2026-02-04T18:15:44.502509,PBFT,6,197.98,1.0,617.58,0.1737,214,1.9,0.7195,
815,2026-02-04T18:15:44.502509,HotStuff,11,57.74,1.0,587.16,0.1463,214,1.9,0.7654,
816,2026-02-04T18:16:44.502509,PoW,13,843.33,1.0,8674.79,0.1238,243,7.14,0.4496,
817,2026-02-04T18:16:44.502509,PoS,8,160.06,1.0,330.03,0.2158,243,7.14,0.4585,
818,2026-02-04T18:16:44.502509,Raft,21,107.01,2252.81,710101.57,0.1653,243,7.14,0.6115,
819,2026-02-04T18:16:44.502509,PBFT,7,81.22,1.0,679.42,0.1911,243,7.14,0.7334,
820,2026-02-04T18:16:44.502509,HotStuff,11,94.23,1.0,439.7,0.1117,243,7.14,0.7882,
821,2026-02-04T18:17:44.502509,PoW,12,625.29,1.0,7986.67,0.0695,221,1.45,0.3725,
822,2026-02-04T18:17:44.502509,PoS,8,135.68,628.66,226073.92,0.1243,221,1.45,0.4272,
823,2026-02-04T18:17:44.502509,Raft,20,46.41,1.0,255.77,0.0979,221,1.45,0.5968,
824,2026-02-04T18:17:44.502509,PBFT,7,248.59,1.0,839.64,0.1568,221,1.45,0.7386,
825,2026-02-04T18:17:44.502509,HotStuff,11,96.52,1.0,414.13,0.0953,221,1.45,0.7213,
826,2026-02-04T18:18:44.502509,PoW,12,475.98,79.29,957383.82,0.1564,216,12.8,0.3941,
827,2026-02-04T18:18:44.502509,PoS,8,139.84,825.62,198133.05,0.1856,216,12.8,0.4568,
828,2026-02-04T18:18:44.502509,Raft,20,86.6,1.0,262.41,0.1824,216,12.8,0.5628,
829,2026-02-04T18:18:44.502509,PBFT,7,207.36,1075.35,852523.74,0.2524,216,12.8,0.7721,
830,2026-02-04T18:18:44.502509,HotStuff,11,98.62,1.0,477.42,0.1625,216,12.8,0.7609,
831,2026-02-04T18:19:44.502509,PoW,12,673.06,31.67,340937.5,0.174,297,17.46,0.4678,
832,2026-02-04T18:19:44.502509,PoS,8,140.0,1.0,289.3,0.2592,297,17.46,0.476,
833,2026-02-04T18:19:44.502509,Raft,20,129.87,2106.91,693132.5,0.2551,297,17.46,0.6254,
834,2026-02-04T18:19:44.502509,PBFT,7,198.14,367.73,266360.55,0.2938,297,17.46,0.8231,
835,2026-02-04T18:19:44.502509,HotStuff,11,175.57,2830.89,1364747.69,0.2348,297,17.46,0.8145,
836,2026-02-04T18:20:44.502509,PoW,12,430.56,111.56,1330208.17,0.1057,231,6.07,0.4086,
837,2026-02-04T18:20:44.502509,PoS,9,224.27,304.73,85426.83,0.1413,231,6.07,0.418,
838,2026-02-04T18:20:44.502509,Raft,20,103.07,3265.47,814715.42,0.1029,231,6.07,0.5614,
839,2026-02-04T18:20:44.502509,PBFT,7,237.12,251.87,179663.94,0.1888,231,6.07,0.761,
840,2026-02-04T18:20:44.502509,HotStuff,10,18.65,2231.14,1227532.84,0.1344,231,6.07,0.722,
841,2026-02-04T18:21:44.502509,PoW,13,765.69,93.34,808131.27,0.0835,232,1.0,0.3827,
842,2026-02-04T18:21:44.502509,PoS,10,142.53,950.11,399985.31,0.1006,232,1.0,0.4402,
843,2026-02-04T18:21:44.502509,Raft,19,130.96,1878.92,765247.42,0.1149,232,1.0,0.6057,
844,2026-02-04T18:21:44.502509,PBFT,7,120.67,8.63,4986.17,0.1491,232,1.0,0.7684,
845,2026-02-04T18:21:44.502509,HotStuff,9,77.64,1.0,419.87,0.1446,232,1.0,0.7585,
846,2026-02-04T18:22:44.502509,PoW,13,419.62,27.25,297451.38,0.1891,214,21.11,0.4266,
847,2026-02-04T18:22:44.502509,PoS,10,38.05,1.0,427.89,0.3101,214,21.11,0.4672,
848,2026-02-04T18:22:44.502509,Raft,19,150.65,1.0,319.75,0.2593,214,21.11,0.6197,
849,2026-02-04T18:22:44.502509,PBFT,6,249.0,113.19,82925.17,0.3074,214,21.11,0.7913,
850,2026-02-04T18:22:44.502509,HotStuff,8,99.29,1.0,339.68,0.2359,214,21.11,0.8106,
851,2026-02-04T18:23:44.502509,PoW,12,405.87,42.52,364082.48,0.1393,143,5.93,0.3856,
852,2026-02-04T18:23:44.502509,PoS,10,198.08,1.0,282.32,0.1908,143,5.93,0.4103,
853,2026-02-04T18:23:44.502509,Raft,19,53.33,949.23,348919.13,0.1326,143,5.93,0.5661,
854,2026-02-04T18:23:44.502509,PBFT,5,274.08,379.01,214399.97,0.1841,143,5.93,0.7559,
855,2026-02-04T18:23:44.502509,HotStuff,8,124.37,1955.66,695720.39,0.1366,143,5.93,0.7324,
856,2026-02-04T18:24:44.502509,PoW,13,482.19,1.0,7905.41,0.1754,262,13.97,0.4357,
857,2026-02-04T18:24:44.502509,PoS,11,180.56,632.4,258242.77,0.2672,262,13.97,0.443,
858,2026-02-04T18:24:44.502509,Raft,20,101.59,1744.62,454450.46,0.2173,262,13.97,0.6474,
859,2026-02-04T18:24:44.502509,PBFT,5,97.28,917.41,445307.41,0.252,262,13.97,0.7993,
860,2026-02-04T18:24:44.502509,HotStuff,8,70.99,1.0,416.08,0.1878,262,13.97,0.8411,
861,2026-02-04T18:25:44.502509,PoW,13,452.65,32.15,289093.82,0.1975,240,16.81,0.4518,
862,2026-02-04T18:25:44.502509,PoS,12,154.23,85.44,24871.83,0.2683,240,16.81,0.4596,
863,2026-02-04T18:25:44.502509,Raft,20,55.79,1629.49,609820.09,0.1961,240,16.81,0.5774,
864,2026-02-04T18:25:44.502509,PBFT,5,186.63,445.94,352161.53,0.2728,240,16.81,0.8028,
865,2026-02-04T18:25:44.502509,HotStuff,9,81.43,3552.75,1816040.13,0.2105,240,16.81,0.768,
866,2026-02-04T18:26:44.502509,PoW,13,490.11,1.0,11596.58,0.1063,266,1.18,0.401,
867,2026-02-04T18:26:44.502509,PoS,12,117.29,200.42,73069.25,0.1688,266,1.18,0.443,
868,2026-02-04T18:26:44.502509,Raft,21,136.87,2396.62,1087740.9,0.0503,266,1.18,0.5555,
869,2026-02-04T18:26:44.502509,PBFT,5,121.33,149.6,74661.51,0.1351,266,1.18,0.7762,
870,2026-02-04T18:26:44.502509,HotStuff,9,49.72,1.0,353.42,0.1139,266,1.18,0.7861,
871,2026-02-04T18:27:44.502509,PoW,13,377.2,35.0,305246.1,0.1603,209,14.58,0.4448,
872,2026-02-04T18:27:44.502509,PoS,13,184.44,625.55,231884.33,0.2462,209,14.58,0.4698,
873,2026-02-04T18:27:44.502509,Raft,21,144.52,1.0,642.11,0.2641,209,14.58,0.6489,
874,2026-02-04T18:27:44.502509,PBFT,4,177.23,75.94,50111.12,0.2447,209,14.58,0.7834,
875,2026-02-04T18:27:44.502509,HotStuff,8,98.61,1.0,307.25,0.1792,209,14.58,0.794,
876,2026-02-04T18:28:44.502509,PoW,13,389.6,131.64,1371209.24,0.0642,213,1.9,0.4307,
877,2026-02-04T18:28:44.502509,PoS,12,137.74,848.3,422736.42,0.1697,213,1.9,0.4241,
878,2026-02-04T18:28:44.502509,Raft,21,41.4,925.89,284183.0,0.1246,213,1.9,0.6194,
879,2026-02-04T18:28:44.502509,PBFT,5,204.04,275.45,201519.53,0.1489,213,1.9,0.7314,
880,2026-02-04T18:28:44.502509,HotStuff,8,69.49,1.0,481.22,0.1243,213,1.9,0.7514,
881,2026-02-04T18:29:44.502509,PoW,13,438.56,126.94,1515418.36,0.0979,201,5.18,0.4111,
882,2026-02-04T18:29:44.502509,PoS,13,171.68,1.0,390.66,0.1239,201,5.18,0.441,
883,2026-02-04T18:29:44.502509,Raft,21,136.03,175.54,84277.06,0.1571,201,5.18,0.5691,
884,2026-02-04T18:29:44.502509,PBFT,5,161.36,1.0,558.88,0.1455,201,5.18,0.7547,
885,2026-02-04T18:29:44.502509,HotStuff,8,51.1,658.91,243343.2,0.1336,201,5.18,0.7318,
886,2026-02-04T18:30:44.502509,PoW,13,339.55,1.0,16552.08,0.1054,227,4.41,0.4228,
887,2026-02-04T18:30:44.502509,PoS,12,87.07,715.21,339895.76,0.1461,227,4.41,0.4387,node_join
888,2026-02-04T18:30:44.502509,Raft,22,67.02,1.0,351.93,0.1229,227,4.41,0.5553,
889,2026-02-04T18:30:44.502509,PBFT,5,127.77,1.0,762.87,0.1688,227,4.41,0.7487,
890,2026-02-04T18:30:44.502509,HotStuff,9,69.06,1909.67,666574.57,0.1172,227,4.41,0.7852,
891,2026-02-04T18:31:44.502509,PoW,13,720.98,1.35,11699.76,0.087,173,2.93,0.3782,
892,2026-02-04T18:31:44.502509,PoS,11,236.86,348.55,116990.03,0.1314,173,2.93,0.4141,
893,2026-02-04T18:31:44.502509,Raft,22,50.41,1.0,189.21,0.158,173,2.93,0.5844,
894,2026-02-04T18:31:44.502509,PBFT,5,210.45,1.0,601.6,0.1474,173,2.93,0.7289,
895,2026-02-04T18:31:44.502509,HotStuff,10,172.68,728.31,250929.27,0.1417,173,2.93,0.7421,
896,2026-02-04T18:32:44.502509,PoW,13,569.6,28.97,267419.27,0.1627,169,10.05,0.4045,
897,2026-02-04T18:32:44.502509,PoS,13,68.52,1139.79,447596.79,0.1898,169,10.05,0.4092,
898,2026-02-04T18:32:44.502509,Raft,22,58.19,1.0,444.32,0.1963,169,10.05,0.6197,
899,2026-02-04T18:32:44.502509,PBFT,5,232.93,93.62,73412.0,0.2272,169,10.05,0.8003,
900,2026-02-04T18:32:44.502509,HotStuff,10,7.23,2033.72,1138345.72,0.1454,169,10.05,0.7431,
901,2026-02-04T18:33:44.502509,PoW,13,602.21,35.76,299409.82,0.2151,194,16.93,0.4216,
902,2026-02-04T18:33:44.502509,PoS,13,114.69,1.0,303.02,0.2124,194,16.93,0.4419,
903,2026-02-04T18:33:44.502509,Raft,22,61.06,2745.57,1211652.26,0.2487,194,16.93,0.5969,congestion_event
904,2026-02-04T18:33:44.502509,PBFT,4,99.68,231.91,127386.94,0.2603,194,16.93,0.7749,
905,2026-02-04T18:33:44.502509,HotStuff,10,132.37,1.0,541.97,0.2117,194,16.93,0.7621,network_partition
906,2026-02-04T18:34:44.502509,PoW,14,523.25,1.0,9468.97,0.1679,255,12.74,0.3576,
907,2026-02-04T18:34:44.502509,PoS,13,132.45,1142.18,528171.15,0.1956,255,12.74,0.4576,
908,2026-02-04T18:34:44.502509,Raft,22,63.03,1.0,644.96,0.2239,255,12.74,0.628,
909,2026-02-04T18:34:44.502509,PBFT,4,63.2,446.36,323872.89,0.2789,255,12.74,0.7863,
910,2026-02-04T18:34:44.502509,HotStuff,10,34.42,2704.06,681936.68,0.1739,255,12.74,0.7733,
911,2026-02-04T18:35:44.502509,PoW,14,202.79,1.0,12160.62,0.1305,268,8.29,0.4324,
912,2026-02-04T18:35:44.502509,PoS,13,252.79,983.69,422824.66,0.2138,268,8.29,0.4606,
913,2026-02-04T18:35:44.502509,Raft,22,80.37,2187.03,678579.95,0.1662,268,8.29,0.6026,
914,2026-02-04T18:35:44.502509,PBFT,5,207.59,195.15,99846.58,0.202,268,8.29,0.7022,
915,2026-02-04T18:35:44.502509,HotStuff,10,46.49,1327.55,626784.08,0.1674,268,8.29,0.7919,
916,2026-02-04T18:36:44.502509,PoW,15,447.53,55.59,752270.49,0.1418,225,8.15,0.4466,
917,2026-02-04T18:36:44.502509,PoS,13,231.84,514.48,220900.47,0.172,225,8.15,0.4565,
918,2026-02-04T18:36:44.502509,Raft,22,65.66,3315.8,1065152.83,0.1718,225,8.15,0.5699,
919,2026-02-04T18:36:44.502509,PBFT,4,148.63,494.48,289883.66,0.1992,225,8.15,0.74,
920,2026-02-04T18:36:44.502509,HotStuff,10,89.78,719.71,376057.12,0.123,225,8.15,0.7196,
921,2026-02-04T18:37:44.502509,PoW,15,752.44,1.0,9359.11,0.1388,251,2.5,0.4322,
922,2026-02-04T18:37:44.502509,PoS,13,205.3,658.05,241017.96,0.1477,251,2.5,0.4183,
923,2026-02-04T18:37:44.502509,Raft,22,159.77,1883.34,775608.86,0.1362,251,2.5,0.5766,
924,2026-02-04T18:37:44.502509,PBFT,4,169.98,1.0,424.19,0.1863,251,2.5,0.7803,
925,2026-02-04T18:37:44.502509,HotStuff,11,48.47,3164.67,1906394.55,0.1177,251,2.5,0.7788,
926,2026-02-04T18:38:44.502509,PoW,15,456.12,94.61,1108059.55,0.09,267,3.07,0.3916,
927,2026-02-04T18:38:44.502509,PoS,13,173.99,351.98,146938.38,0.1466,267,3.07,0.4246,
928,2026-02-04T18:38:44.502509,Raft,23,112.24,755.59,246165.36,0.126,267,3.07,0.6151,
929,2026-02-04T18:38:44.502509,PBFT,5,77.99,153.98,79267.76,0.1486,267,3.07,0.7618,
930,2026-02-04T18:38:44.502509,HotStuff,11,75.4,1348.17,693774.47,0.1198,267,3.07,0.7558,
931,2026-02-04T18:39:44.502509,PoW,14,498.77,1.0,9530.79,0.1258,245,5.97,0.4338,
932,2026-02-04T18:39:44.502509,PoS,14,162.71,940.09,375184.97,0.1716,245,5.97,0.4175,
933,2026-02-04T18:39:44.502509,Raft,22,99.47,1645.65,639932.51,0.1619,245,5.97,0.596,
934,2026-02-04T18:39:44.502509,PBFT,6,155.85,92.5,63424.48,0.2197,245,5.97,0.8042,
935,2026-02-04T18:39:44.502509,HotStuff,10,47.09,1.0,608.21,0.1377,245,5.97,0.7712,
936,2026-02-04T18:40:44.502509,PoW,14,271.0,1.0,14671.76,0.1389,210,12.83,0.4008,
937,2026-02-04T18:40:44.502509,PoS,14,148.39,864.29,289054.91,0.2531,210,12.83,0.496,
938,2026-02-04T18:40:44.502509,Raft,22,201.3,5021.03,1832015.31,0.191,210,12.83,0.6073,
939,2026-02-04T18:40:44.502509,PBFT,6,79.74,620.08,423612.16,0.266,210,12.83,0.7487,
940,2026-02-04T18:40:44.502509,HotStuff,11,106.64,793.92,248466.62,0.1462,210,12.83,0.7449,
941,2026-02-04T18:41:44.502509,PoW,14,265.7,1.0,10036.78,0.1051,280,1.81,0.4161,
942,2026-02-04T18:41:44.502509,PoS,14,198.4,772.87,354344.18,0.1302,280,1.81,0.4459,
943,2026-02-04T18:41:44.502509,Raft,22,87.8,98.69,35663.09,0.1407,280,1.81,0.6216,
944,2026-02-04T18:41:44.502509,PBFT,5,100.93,5.39,2928.66,0.1607,280,1.81,0.7345,
945,2026-02-04T18:41:44.502509,HotStuff,11,129.27,167.67,77968.54,0.0571,280,1.81,0.7915,
946,2026-02-04T18:42:44.502509,PoW,14,170.94,1.0,10286.02,0.1229,285,4.27,0.44,
947,2026-02-04T18:42:44.502509,PoS,14,260.11,1.0,345.64,0.1812,285,4.27,0.4933,
948,2026-02-04T18:42:44.502509,Raft,21,119.2,680.14,265285.51,0.1186,285,4.27,0.6073,
949,2026-02-04T18:42:44.502509,PBFT,4,127.57,404.77,248789.81,0.2061,285,4.27,0.7917,
950,2026-02-04T18:42:44.502509,HotStuff,10,52.81,605.97,224000.22,0.1196,285,4.27,0.7286,
951,2026-02-04T18:43:44.502509,PoW,13,461.48,35.11,356286.95,0.1323,212,7.56,0.4237,
952,2026-02-04T18:43:44.502509,PoS,14,262.75,1283.09,532920.34,0.187,212,7.56,0.4218,
953,2026-02-04T18:43:44.502509,Raft,21,179.59,462.06,184875.85,0.1861,212,7.56,0.6096,
954,2026-02-04T18:43:44.502509,PBFT,4,180.76,6.01,3566.78,0.1982,212,7.56,0.7608,
955,2026-02-04T18:43:44.502509,HotStuff,9,77.31,1.0,663.33,0.0977,212,7.56,0.7304,
956,2026-02-04T18:44:44.502509,PoW,13,5.0,1.0,6794.53,0.1672,186,14.26,0.4474,
957,2026-02-04T18:44:44.502509,PoS,13,270.06,45.58,11156.88,0.2324,186,14.26,0.492,
958,2026-02-04T18:44:44.502509,Raft,22,87.13,1.0,501.25,0.2015,186,14.26,0.5835,
959,2026-02-04T18:44:44.502509,PBFT,4,75.86,1.0,539.88,0.2433,186,14.26,0.7795,
960,2026-02-04T18:44:44.502509,HotStuff,9,77.33,676.98,298737.74,0.1653,186,14.26,0.7767,
961,2026-02-04T18:45:44.502509,PoW,13,639.33,16.99,212992.81,0.0706,213,1.35,0.3779,
962,2026-02-04T18:45:44.502509,PoS,13,57.68,225.06,106787.07,0.1169,213,1.35,0.4404,
963,2026-02-04T18:45:44.502509,Raft,23,87.13,1.0,251.24,0.1196,213,1.35,0.5681,
964,2026-02-04T18:45:44.502509,PBFT,4,100.91,70.54,51576.92,0.1739,213,1.35,0.778,
965,2026-02-04T18:45:44.502509,HotStuff,9,97.6,1.0,326.36,0.0738,213,1.35,0.6951,
966,2026-02-04T18:46:44.502509,PoW,13,636.18,1.0,5827.79,0.1444,239,12.28,0.4179,
967,2026-02-04T18:46:44.502509,PoS,13,125.64,106.93,47566.05,0.2266,239,12.28,0.4555,
968,2026-02-04T18:46:44.502509,Raft,23,97.2,2047.21,826679.73,0.1928,239,12.28,0.6173,
969,2026-02-04T18:46:44.502509,PBFT,4,200.05,1.0,543.28,0.2059,239,12.28,0.7765,
970,2026-02-04T18:46:44.502509,HotStuff,9,47.69,1.0,522.01,0.1908,239,12.28,0.8083,
971,2026-02-04T18:47:44.502509,PoW,13,531.29,1.0,11486.51,0.1356,248,8.38,0.3996,
972,2026-02-04T18:47:44.502509,PoS,15,218.88,177.21,86501.03,0.1517,248,8.38,0.495,
973,2026-02-04T18:47:44.502509,Raft,23,181.14,1.0,404.36,0.1723,248,8.38,0.5856,
974,2026-02-04T18:47:44.502509,PBFT,4,144.9,613.52,401629.9,0.1422,248,8.38,0.7582,
975,2026-02-04T18:47:44.502509,HotStuff,9,82.21,471.91,236098.34,0.1622,248,8.38,0.7872,
976,2026-02-04T18:48:44.502509,PoW,13,457.27,28.32,372825.55,0.156,258,6.15,0.43,
977,2026-02-04T18:48:44.502509,PoS,14,5.0,1.0,364.83,0.1814,258,6.15,0.4148,
978,2026-02-04T18:48:44.502509,Raft,24,63.39,1838.64,603542.99,0.1391,258,6.15,0.5981,
979,2026-02-04T18:48:44.502509,PBFT,5,256.44,28.86,14552.29,0.2001,258,6.15,0.7806,
980,2026-02-04T18:48:44.502509,HotStuff,9,114.21,1.0,428.55,0.1324,258,6.15,0.7243,
981,2026-02-04T18:49:44.502509,PoW,14,628.06,74.24,931702.37,0.1384,179,8.68,0.4071,
982,2026-02-04T18:49:44.502509,PoS,14,186.23,1.0,399.55,0.257,179,8.68,0.4664,
983,2026-02-04T18:49:44.502509,Raft,24,74.28,1.0,475.51,0.1919,179,8.68,0.598,
984,2026-02-04T18:49:44.502509,PBFT,5,143.62,1.0,600.39,0.1652,179,8.68,0.7414,
985,2026-02-04T18:49:44.502509,HotStuff,10,102.41,1.0,330.42,0.1414,179,8.68,0.7404,
986,2026-02-04T18:50:44.502509,PoW,14,857.37,1.0,10685.38,0.1273,206,5.67,0.3505,
987,2026-02-04T18:50:44.502509,PoS,14,133.67,348.86,106145.78,0.1636,206,5.67,0.4745,
988,2026-02-04T18:50:44.502509,Raft,24,157.8,2272.59,1340122.42,0.1416,206,5.67,0.6043,
989,2026-02-04T18:50:44.502509,PBFT,4,245.72,1.0,717.92,0.1569,206,5.67,0.7865,
990,2026-02-04T18:50:44.502509,HotStuff,10,52.63,1.0,430.72,0.145,206,5.67,0.7701,
991,2026-02-04T18:51:44.502509,PoW,14,339.54,1.0,15831.01,0.164,234,12.61,0.4592,
992,2026-02-04T18:51:44.502509,PoS,14,177.5,292.42,125566.42,0.2239,234,12.61,0.4682,
993,2026-02-04T18:51:44.502509,Raft,24,151.07,1.0,423.55,0.2026,234,12.61,0.6073,
994,2026-02-04T18:51:44.502509,PBFT,3,302.08,1.0,558.94,0.2526,234,12.61,0.8082,
995,2026-02-04T18:51:44.502509,HotStuff,11,15.63,1355.28,963592.05,0.1803,234,12.61,0.7531,
996,2026-02-04T18:52:44.502509,PoW,14,577.54,1.0,12421.52,0.1462,223,8.89,0.4261,
997,2026-02-04T18:52:44.502509,PoS,14,293.46,7.82,2717.6,0.1874,223,8.89,0.4367,
998,2026-02-04T18:52:44.502509,Raft,24,37.8,2180.53,951114.73,0.173,223,8.89,0.6214,
999,2026-02-04T18:52:44.502509,PBFT,3,146.44,528.15,250289.05,0.219,223,8.89,0.768,
1000,2026-02-04T18:52:44.502509,HotStuff,11,149.12,1.0,548.02,0.1659,223,8.89,0.7636,
1001,2026-02-04T18:53:44.502509,PoW,15,595.4,106.02,1362934.65,0.1865,247,17.47,0.4345,
1002,2026-02-04T18:53:44.502509,PoS,14,192.35,1.0,372.15,0.2585,247,17.47,0.4688,
1003,2026-02-04T18:53:44.502509,Raft,24,76.69,1202.93,415173.19,0.2521,247,17.47,0.6244,
1004,2026-02-04T18:53:44.502509,PBFT,4,210.16,1.0,527.68,0.2671,247,17.47,0.8043,
1005,2026-02-04T18:53:44.502509,HotStuff,12,78.38,806.5,389771.53,0.2032,247,17.47,0.8083,
1006,2026-02-04T18:54:44.502509,PoW,15,512.1,83.04,758313.91,0.182,233,19.67,0.4403,
1007,2026-02-04T18:54:44.502509,PoS,14,127.63,1.0,494.86,0.2601,233,19.67,0.4964,
1008,2026-02-04T18:54:44.502509,Raft,24,51.27,1401.63,672947.04,0.2695,233,19.67,0.6555,
1009,2026-02-04T18:54:44.502509,PBFT,3,74.37,82.28,40806.92,0.3069,233,19.67,0.7871,
1010,2026-02-04T18:54:44.502509,HotStuff,13,83.48,4569.28,2040917.28,0.2714,233,19.67,0.7715,
1011,2026-02-04T18:55:44.502509,PoW,14,553.63,57.81,686812.22,0.1517,299,11.36,0.4242,
1012,2026-02-04T18:55:44.502509,PoS,13,136.13,626.88,175239.89,0.261,299,11.36,0.4691,
1013,2026-02-04T18:55:44.502509,Raft,24,186.27,1.0,466.37,0.1789,299,11.36,0.6253,
1014,2026-02-04T18:55:44.502509,PBFT,3,170.9,148.03,81462.71,0.2123,299,11.36,0.8093,
1015,2026-02-04T18:55:44.502509,HotStuff,14,78.85,69.52,28258.28,0.1387,299,11.36,0.7503,
1016,2026-02-04T18:56:44.502509,PoW,13,609.13,1.0,12172.93,0.1177,230,3.18,0.4255,
1017,2026-02-04T18:56:44.502509,PoS,13,239.66,438.46,146245.92,0.1317,230,3.18,0.4253,
1018,2026-02-04T18:56:44.502509,Raft,23,123.23,767.94,281194.83,0.0988,230,3.18,0.5608,
1019,2026-02-04T18:56:44.502509,PBFT,3,187.14,316.53,202986.1,0.1635,230,3.18,0.7783,
1020,2026-02-04T18:56:44.502509,HotStuff,14,82.88,2505.63,630697.02,0.133,230,3.18,0.7665,
1021,2026-02-04T18:57:44.502509,PoW,13,358.13,58.39,585347.78,0.2583,253,25.83,0.4384,
1022,2026-02-04T18:57:44.502509,PoS,12,49.05,357.16,98648.71,0.3214,253,25.83,0.4981,
1023,2026-02-04T18:57:44.502509,Raft,23,157.77,1.0,452.3,0.3454,253,25.83,0.6569,
1024,2026-02-04T18:57:44.502509,PBFT,3,149.9,1.0,498.58,0.339,253,25.83,0.7971,
1025,2026-02-04T18:57:44.502509,HotStuff,14,224.73,1732.48,685940.35,0.2342,253,25.83,0.7755,
1026,2026-02-04T18:58:44.502509,PoW,13,489.51,16.49,122222.2,0.1473,226,8.73,0.4511,
1027,2026-02-04T18:58:44.502509,PoS,11,132.99,69.84,32315.25,0.183,226,8.73,0.4593,
1028,2026-02-04T18:58:44.502509,Raft,24,123.82,1.0,585.69,0.1476,226,8.73,0.5661,
1029,2026-02-04T18:58:44.502509,PBFT,3,221.01,188.28,126838.57,0.2327,226,8.73,0.7787,
1030,2026-02-04T18:58:44.502509,HotStuff,14,86.78,1.0,472.02,0.1311,226,8.73,0.7658,
1031,2026-02-04T18:59:44.502509,PoW,13,576.46,1.0,10239.08,0.1284,256,2.07,0.3917,
1032,2026-02-04T18:59:44.502509,PoS,11,237.74,40.32,11567.69,0.1442,256,2.07,0.4504,
1033,2026-02-04T18:59:44.502509,Raft,24,168.21,498.32,208883.06,0.1207,256,2.07,0.5963,
1034,2026-02-04T18:59:44.502509,PBFT,3,169.19,1.0,460.24,0.174,256,2.07,0.7699,
1035,2026-02-04T18:59:44.502509,HotStuff,14,56.15,4910.35,2723347.47,0.1113,256,2.07,0.7522,
1036,2026-02-04T19:00:44.502509,PoW,14,830.07,7.01,90463.55,0.1438,229,13.59,0.4317,
1037,2026-02-04T19:00:44.502509,PoS,11,277.82,305.14,137552.58,0.2264,229,13.59,0.4447,
1038,2026-02-04T19:00:44.502509,Raft,25,53.44,2862.85,1385090.95,0.2192,229,13.59,0.5955,
1039,2026-02-04T19:00:44.502509,PBFT,3,137.16,166.5,91359.84,0.3118,229,13.59,0.8175,
1040,2026-02-04T19:00:44.502509,HotStuff,13,108.36,1.0,432.67,0.1589,229,13.59,0.7507,
1041,2026-02-04T19:01:44.502509,PoW,13,673.02,1.0,10988.68,0.1348,236,3.59,0.4038,
1042,2026-02-04T19:01:44.502509,PoS,11,163.89,1.0,463.56,0.1611,236,3.59,0.428,
1043,2026-02-04T19:01:44.502509,Raft,24,89.62,1.0,480.92,0.1481,236,3.59,0.5657,
1044,2026-02-04T19:01:44.502509,PBFT,3,87.37,76.41,51638.63,0.1698,236,3.59,0.7737,
1045,2026-02-04T19:01:44.502509,HotStuff,12,88.12,1.0,539.29,0.1063,236,3.59,0.7719,
1046,2026-02-04T19:02:44.502509,PoW,14,375.41,117.86,936256.21,0.1019,265,2.57,0.4076,
1047,2026-02-04T19:02:44.502509,PoS,11,208.51,1.0,374.11,0.1174,265,2.57,0.3919,
1048,2026-02-04T19:02:44.502509,Raft,24,92.98,3092.22,993235.53,0.1305,265,2.57,0.6049,
1049,2026-02-04T19:02:44.502509,PBFT,3,165.18,1.0,658.06,0.1635,265,2.57,0.7687,
1050,2026-02-04T19:02:44.502509,HotStuff,12,101.61,1074.25,476366.66,0.1143,265,2.57,0.7626,
1051,2026-02-04T19:03:44.502509,PoW,14,513.32,80.55,666263.58,0.2263,242,20.14,0.4214,
1052,2026-02-04T19:03:44.502509,PoS,12,150.13,1.0,443.16,0.2702,242,20.14,0.4425,
1053,2026-02-04T19:03:44.502509,Raft,25,173.86,1.0,411.38,0.2698,242,20.14,0.6145,
1054,2026-02-04T19:03:44.502509,PBFT,3,136.02,1.0,695.12,0.2678,242,20.14,0.7487,
1055,2026-02-04T19:03:44.502509,HotStuff,11,73.38,855.0,220661.27,0.2442,242,20.14,0.7944,
